connected_devices,upload_mbps,download_mbps,latency_ms,packet_loss_percent,bandwidth_usage_percent,throughput_mbps,hour,minute,day_of_week,congestion_level
27,8.19,10.78,17.6,0.78,14.21,21.41,20,50,5,Normal
51,13.61,50.98,80.89,2.39,53.42,64.94,20,51,5,Moderate
65,13.02,67.66,52.08,1.49,64.42,79.57,20,52,5,Moderate
33,20.49,43.0,54.9,2.63,54.04,58.53,20,53,5,Moderate
15,5.36,18.15,15.03,0.0,20.08,25.35,20,54,5,Normal
120,17.24,78.23,93.55,7.56,79.96,98.7,20,55,5,High
41,12.73,54.7,70.96,2.55,57.29,61.46,20,56,5,Moderate
23,2.16,13.97,16.87,0.4,14.85,12.85,20,57,5,Normal
56,8.66,52.56,43.31,2.92,53.15,58.2,20,58,5,Moderate
68,23.33,80.02,85.22,6.63,83.45,104.57,20,59,5,High
17,3.71,22.71,23.13,0.0,25.26,27.12,21,0,5,Normal
101,26.73,99.28,134.44,5.41,100.0,125.4,21,1,5,High
26,9.27,28.06,17.63,0.0,32.66,34.64,21,2,5,Normal
37,17.38,51.28,50.0,2.75,55.76,68.35,21,3,5,Moderate
117,37.93,67.64,141.63,8.61,85.86,104.49,21,4,5,High
9,7.2,20.13,14.88,0.08,23.77,27.64,21,5,5,Normal
80,16.22,56.25,68.79,0.96,58.22,70.54,21,6,5,Moderate
12,6.59,11.34,19.74,0.32,19.06,12.75,21,7,5,Normal
34,5.75,76.62,45.81,0.02,66.44,83.1,21,8,5,Moderate
44,6.14,39.12,69.66,2.64,36.35,48.89,21,9,5,Moderate
34,4.33,11.69,14.89,0.42,15.33,18.05,21,10,5,Normal
24,7.0,15.26,17.74,0.22,17.43,20.84,21,11,5,Normal
14,5.35,24.46,16.43,0.91,23.4,32.42,21,12,5,Normal
16,4.57,19.81,18.88,0.12,23.22,25.26,21,13,5,Normal
10,4.03,12.97,15.38,0.8,16.06,19.01,21,14,5,Normal
7,4.43,19.89,9.29,0.5,22.83,25.29,21,15,5,Normal
17,5.34,20.87,23.35,0.0,21.8,27.68,21,16,5,Normal
28,0.83,13.53,17.18,0.66,12.68,17.71,21,17,5,Normal
82,17.77,51.48,51.23,1.54,53.59,67.9,21,18,5,Moderate
85,9.79,67.45,45.98,0.94,67.89,76.83,21,19,5,Moderate
29,11.23,32.07,42.48,2.89,34.81,43.87,21,20,5,Moderate
15,4.05,22.58,27.69,0.44,16.85,27.97,21,21,5,Normal
85,33.28,107.0,80.35,6.22,100.0,137.88,21,22,5,High
48,9.16,54.93,58.51,0.0,53.48,61.92,21,23,5,Moderate
13,4.24,6.47,24.06,0.0,9.05,11.17,21,24,5,Normal
18,4.54,35.72,16.97,0.51,33.1,37.6,21,25,5,Normal
62,17.24,50.33,66.31,1.33,59.29,67.85,21,26,5,Moderate
33,5.29,15.35,16.84,0.28,20.02,17.38,21,27,5,Normal
24,3.76,30.21,14.25,0.6,28.72,35.95,21,28,5,Normal
102,21.98,91.13,144.71,5.35,92.87,114.92,21,29,5,High
9,5.04,19.47,22.55,0.31,20.37,23.92,21,30,5,Normal
32,3.67,29.15,17.24,0.3,27.15,34.55,21,31,5,Normal
97,22.34,80.12,139.01,3.71,84.32,100.38,21,32,5,High
61,12.83,65.63,50.73,3.1,67.9,81.57,21,33,5,Moderate
8,8.63,18.04,19.45,0.23,24.24,28.1,21,34,5,Normal
82,25.54,75.14,177.43,4.1,81.67,100.7,21,35,5,High
75,27.34,75.24,133.73,5.38,83.19,102.69,21,36,5,High
15,7.26,25.43,17.52,0.25,23.19,33.44,21,37,5,Normal
61,12.39,89.22,56.21,2.67,86.62,104.9,21,38,5,Moderate
33,6.13,4.76,33.43,0.46,9.63,8.57,21,39,5,Normal
12,3.09,31.86,18.45,0.09,32.1,33.86,21,40,5,Normal
67,10.2,53.24,40.82,0.32,53.1,60.94,21,41,5,Moderate
7,8.14,17.52,13.69,0.24,23.36,23.5,21,42,5,Normal
68,4.19,77.17,52.81,3.14,68.93,78.47,21,43,5,Moderate
60,15.75,52.94,84.41,3.75,56.18,68.57,21,44,5,Moderate
8,6.95,14.64,9.77,0.24,16.99,21.8,21,45,5,Normal
52,12.39,82.77,51.47,2.91,82.18,95.65,21,46,5,Moderate
5,4.5,23.32,7.3,0.0,23.94,24.15,21,47,5,Normal
70,24.21,97.07,136.45,4.89,99.46,122.52,21,48,5,High
15,7.38,14.12,20.13,0.24,17.93,22.78,21,49,5,Normal
37,23.35,42.2,49.31,3.4,56.24,65.17,21,50,5,Moderate
34,18.73,60.81,45.39,2.97,65.77,83.24,21,51,5,Moderate
5,4.31,17.81,28.27,0.05,21.65,20.24,21,52,5,Normal
56,23.6,59.49,51.24,2.11,69.53,81.78,21,53,5,Moderate
36,14.62,60.22,57.14,1.65,63.82,73.05,21,54,5,Moderate
40,15.56,37.95,89.12,3.34,43.52,50.5,21,55,5,Moderate
73,6.0,51.16,63.78,1.99,47.13,60.99,21,56,5,Moderate
78,15.13,96.02,109.02,8.8,90.71,113.31,21,57,5,High
28,4.64,10.95,23.02,0.19,10.73,15.09,21,58,5,Normal
20,8.52,16.81,18.44,0.05,17.91,24.7,21,59,5,Normal
34,4.72,32.88,29.34,0.28,32.61,37.53,22,0,5,Normal
61,14.02,19.93,57.27,3.34,26.03,35.88,22,1,5,Moderate
35,7.48,8.85,16.43,0.07,13.21,16.73,22,2,5,Normal
35,5.68,34.31,19.23,0.53,34.89,42.17,22,3,5,Normal
8,5.34,26.87,25.44,0.28,30.28,32.27,22,4,5,Normal
84,23.94,101.46,129.13,10.66,100.0,127.01,22,5,5,High
23,4.96,24.65,14.01,0.33,23.92,30.14,22,6,5,Normal
74,19.44,62.85,72.55,1.75,68.73,83.8,22,7,5,Moderate
25,5.29,27.38,33.56,0.66,27.73,34.1,22,8,5,Normal
114,16.97,83.96,84.14,4.82,79.9,100.84,22,9,5,High
5,4.57,20.02,14.03,0.21,21.81,28.04,22,10,5,Normal
7,4.86,17.52,17.83,0.11,20.67,20.84,22,11,5,Normal
86,23.7,68.86,149.13,2.07,78.87,92.48,22,12,5,High
101,39.61,87.41,188.79,10.62,100.0,132.62,22,13,5,High
24,3.88,29.79,18.65,0.14,26.76,34.47,22,14,5,Normal
20,5.83,16.5,17.17,0.0,16.32,19.42,22,15,5,Normal
44,14.09,56.97,73.98,2.68,60.44,73.21,22,16,5,Moderate
95,31.7,84.52,177.18,7.94,92.15,118.75,22,17,5,High
20,7.31,19.55,27.43,0.0,20.04,29.68,22,18,5,Normal
27,4.53,12.87,16.09,0.0,15.86,18.7,22,19,5,Normal
62,12.8,46.8,57.54,3.52,47.75,53.93,22,20,5,Moderate
77,7.57,52.07,54.13,1.89,49.83,58.32,22,21,5,Moderate
44,10.73,49.16,55.51,1.99,50.84,56.42,22,22,5,Moderate
50,19.31,46.59,66.87,3.05,54.17,63.87,22,23,5,Moderate
33,7.5,16.36,26.92,0.01,19.73,22.95,22,24,5,Normal
116,11.68,89.03,88.89,8.22,83.03,96.81,22,25,5,High
81,23.01,86.99,132.2,9.11,90.37,110.57,22,26,5,High
26,14.92,52.45,83.77,2.71,54.92,69.8,22,27,5,Moderate
34,4.71,20.12,11.95,0.62,20.08,26.6,22,28,5,Normal
26,5.45,27.13,22.32,0.0,27.03,32.29,22,29,5,Normal
75,0.5,44.46,41.77,1.95,40.83,45.09,22,30,5,Moderate
17,5.16,26.66,17.81,0.58,26.24,30.64,22,31,5,Normal
85,26.75,99.03,120.24,6.71,100.0,126.79,22,32,5,High
31,3.69,17.72,20.03,0.21,15.17,20.51,22,33,5,Normal
76,11.39,49.83,60.98,2.67,52.12,62.62,22,34,5,Moderate
97,20.03,79.11,108.46,5.52,81.05,99.18,22,35,5,High
28,1.68,14.28,22.92,0.18,11.11,14.28,22,36,5,Normal
24,7.75,25.38,15.58,0.25,23.99,35.28,22,37,5,Normal
30,0.1,81.33,56.54,1.35,67.02,80.9,22,38,5,Moderate
70,12.44,61.74,44.34,1.85,59.45,75.21,22,39,5,Moderate
7,3.72,37.94,17.18,0.2,38.26,42.75,22,40,5,Normal
69,5.41,58.96,37.24,1.64,50.2,63.83,22,41,5,Moderate
133,34.45,68.96,208.72,6.38,83.72,104.3,22,42,5,High
12,4.0,26.99,11.48,0.23,25.18,30.06,22,43,5,Normal
25,8.47,15.72,10.05,0.7,20.15,22.15,22,44,5,Normal
22,4.31,18.08,22.81,0.67,17.85,24.77,22,45,5,Normal
19,3.02,15.74,11.12,0.19,11.81,19.26,22,46,5,Normal
17,8.03,21.63,24.73,0.15,25.64,26.87,22,47,5,Normal
8,4.57,30.88,28.99,0.0,29.34,37.29,22,48,5,Normal
32,6.15,48.03,66.94,2.61,47.16,57.75,22,49,5,Moderate
30,2.26,13.97,26.84,0.11,14.58,19.19,22,50,5,Normal
149,21.85,85.96,168.12,6.96,91.23,107.07,22,51,5,High
19,6.2,15.61,17.62,0.42,15.76,20.91,22,52,5,Normal
20,8.09,35.88,23.3,0.2,39.41,43.37,22,53,5,Normal
26,22.36,44.41,57.28,3.59,56.68,63.97,22,54,5,Moderate
142,24.21,106.85,135.76,4.08,100.0,133.23,22,55,5,High
30,8.11,12.12,24.93,0.29,19.94,17.93,22,56,5,Normal
32,2.79,19.07,7.43,0.14,16.97,18.95,22,57,5,Normal
29,5.71,19.0,13.66,0.32,19.89,28.55,22,58,5,Normal
22,1.87,25.08,27.12,0.18,22.21,29.05,22,59,5,Normal
26,4.1,27.37,24.55,0.11,25.44,33.02,23,0,5,Normal
30,4.08,24.8,18.3,0.03,24.15,29.37,23,1,5,Normal
22,5.27,21.56,14.3,0.27,27.05,24.82,23,2,5,Normal
6,5.55,30.47,25.03,0.0,29.22,30.9,23,3,5,Normal
109,25.44,79.16,177.21,4.15,87.2,105.4,23,4,5,High
61,10.4,56.17,78.75,1.91,53.9,70.12,23,5,5,Moderate
30,4.34,21.52,21.79,0.23,15.43,20.54,23,6,5,Normal
34,7.46,32.18,29.32,0.3,32.19,37.05,23,7,5,Normal
30,8.3,13.94,31.44,0.42,15.94,22.22,23,8,5,Normal
5,5.15,34.37,16.27,0.42,33.23,38.35,23,9,5,Normal
31,12.48,65.05,75.38,1.82,62.18,77.25,23,10,5,Moderate
147,17.87,91.12,127.98,7.0,87.41,109.23,23,11,5,High
141,21.35,91.54,137.13,7.41,92.02,112.64,23,12,5,High
77,30.96,81.56,108.21,6.06,95.65,109.76,23,13,5,High
72,24.65,71.8,102.87,4.42,78.24,93.52,23,14,5,High
122,18.87,98.29,161.32,4.91,95.58,118.68,23,15,5,High
34,9.66,22.42,21.78,0.15,31.01,33.45,23,16,5,Normal
24,3.32,8.96,16.58,0.2,7.62,11.61,23,17,5,Normal
13,4.6,10.62,24.27,0.29,9.98,13.26,23,18,5,Normal
45,9.21,49.24,61.08,0.74,48.94,60.08,23,19,5,Moderate
33,4.12,33.53,13.65,0.16,31.2,37.27,23,20,5,Normal
83,2.88,42.03,49.59,2.32,39.83,45.19,23,21,5,Moderate
60,19.91,61.11,69.5,3.54,69.42,84.73,23,22,5,Moderate
31,4.59,27.65,17.75,0.22,25.43,33.48,23,23,5,Normal
22,8.45,3.16,16.68,0.41,10.27,14.52,23,24,5,Normal
9,2.52,33.55,32.38,0.57,32.91,36.49,23,25,5,Normal
14,7.89,19.69,6.8,0.44,26.92,28.64,23,26,5,Normal
116,35.27,63.0,125.42,5.88,79.72,95.83,23,27,5,High
35,16.7,38.65,48.06,0.91,46.8,54.3,23,28,5,Moderate
59,13.17,48.67,68.44,2.97,49.45,61.22,23,29,5,Moderate
9,2.08,25.77,12.66,0.12,21.68,27.43,23,30,5,Normal
5,1.79,27.66,8.52,0.22,21.63,29.09,23,31,5,Normal
14,4.21,18.79,18.91,0.13,20.15,25.96,23,32,5,Normal
34,13.47,42.31,59.86,3.09,48.02,54.59,23,33,5,Moderate
78,19.45,69.9,60.95,1.76,74.1,90.37,23,34,5,Moderate
5,5.16,35.44,15.57,0.19,34.95,38.17,23,35,5,Normal
139,14.95,95.18,149.45,9.88,95.81,105.82,23,36,5,High
7,5.28,18.6,21.43,0.48,21.89,24.43,23,37,5,Normal
138,27.66,103.13,213.76,9.25,100.0,127.18,23,38,5,High
10,7.99,17.41,18.16,0.57,22.42,24.02,23,39,5,Normal
8,5.88,34.63,23.62,0.0,34.58,40.34,23,40,5,Normal
42,17.81,54.68,52.51,2.04,55.85,74.85,23,41,5,Moderate
25,3.18,19.33,20.02,0.61,18.48,24.58,23,42,5,Normal
21,6.74,29.01,17.48,0.13,31.46,34.47,23,43,5,Normal
15,1.63,13.63,22.99,0.16,15.2,15.92,23,44,5,Normal
24,4.91,11.53,16.98,0.39,11.04,18.92,23,45,5,Normal
34,12.07,64.38,55.94,2.38,64.87,77.14,23,46,5,Moderate
126,17.13,88.74,179.66,9.92,85.23,106.23,23,47,5,High
133,15.99,84.33,132.4,3.48,83.93,101.54,23,48,5,High
9,5.7,8.83,17.66,0.43,10.51,13.75,23,49,5,Normal
5,5.04,17.69,18.89,0.25,18.24,21.89,23,50,5,Normal
7,3.46,42.06,14.65,1.12,35.17,46.36,23,51,5,Normal
25,6.82,14.72,16.73,0.19,19.08,24.76,23,52,5,Normal
15,5.87,29.78,15.33,0.45,29.98,38.07,23,53,5,Normal
102,25.48,92.21,153.8,7.34,97.89,115.19,23,54,5,High
96,21.09,84.65,156.82,7.05,89.44,107.29,23,55,5,High
69,21.95,35.59,55.87,1.93,46.98,56.86,23,56,5,Moderate
21,7.77,34.35,20.67,0.27,35.25,43.36,23,57,5,Normal
5,4.12,24.7,19.51,0.35,22.78,30.03,23,58,5,Normal
13,3.19,27.68,14.56,0.17,27.76,28.72,23,59,5,Normal
6,7.51,16.41,14.58,0.25,21.6,21.9,0,0,6,Normal
31,6.48,28.77,21.23,0.32,27.75,34.2,0,1,6,Normal
21,3.61,28.12,18.24,0.22,26.8,29.48,0,2,6,Normal
8,3.09,18.68,9.13,0.0,17.97,21.03,0,3,6,Normal
120,23.54,89.81,165.19,6.54,94.69,111.78,0,4,6,High
14,6.08,11.9,12.38,0.53,17.11,17.3,0,5,6,Normal
127,26.67,73.87,185.97,11.17,87.45,100.62,0,6,6,High
7,7.2,19.68,12.35,0.41,20.16,22.2,0,7,6,Normal
54,15.13,36.25,71.6,1.55,41.87,49.45,0,8,6,Moderate
10,4.8,14.27,18.61,0.22,14.45,22.42,0,9,6,Normal
8,5.15,13.67,25.1,0.58,16.79,17.98,0,10,6,Normal
11,3.92,25.37,21.7,0.77,25.54,30.23,0,11,6,Normal
8,5.92,10.31,11.9,0.15,13.02,20.56,0,12,6,Normal
116,32.07,73.12,111.83,5.88,87.74,107.68,0,13,6,High
26,4.21,26.35,27.24,0.15,29.02,32.66,0,14,6,Normal
37,12.03,41.79,63.83,1.23,44.4,54.36,0,15,6,Moderate
16,5.14,22.39,18.98,0.15,22.71,26.42,0,16,6,Normal
33,4.12,21.64,19.94,0.0,20.91,24.3,0,17,6,Normal
25,5.04,35.03,19.06,0.18,30.96,40.04,0,18,6,Normal
28,3.13,20.64,16.34,0.0,22.73,21.51,0,19,6,Normal
129,33.71,97.83,168.55,5.87,100.0,129.47,0,20,6,High
62,25.47,52.77,52.52,3.78,67.88,77.93,0,21,6,Moderate
58,10.58,39.72,42.51,0.89,41.52,51.63,0,22,6,Moderate
15,6.11,22.42,6.86,0.62,24.84,27.83,0,23,6,Normal
12,4.79,32.97,5.26,0.31,29.4,38.16,0,24,6,Normal
93,21.47,83.77,98.0,8.68,86.89,104.12,0,25,6,High
13,4.92,31.88,18.47,0.19,33.37,37.73,0,26,6,Normal
6,6.37,27.18,21.64,0.0,27.55,31.8,0,27,6,Normal
32,1.26,13.48,9.92,0.24,10.7,14.6,0,28,6,Normal
80,10.83,52.95,74.36,1.85,53.55,65.17,0,29,6,Moderate
38,6.82,50.91,56.38,1.33,45.43,58.5,0,30,6,Moderate
46,15.86,52.18,71.61,1.31,57.07,68.07,0,31,6,Moderate
61,8.44,34.22,100.07,1.75,34.39,38.89,0,32,6,Moderate
35,5.48,0.1,22.86,0.07,6.5,4.64,0,33,6,Normal
68,22.4,66.14,118.67,6.27,74.22,86.02,0,34,6,High
35,6.1,20.81,19.2,0.35,23.41,24.01,0,35,6,Normal
48,18.24,50.0,47.21,3.22,58.37,71.13,0,36,6,Moderate
17,0.63,14.16,24.47,0.33,14.67,13.29,0,37,6,Normal
79,27.67,76.91,106.02,6.73,87.58,106.76,0,38,6,High
34,7.27,31.98,18.05,0.0,34.23,37.04,0,39,6,Normal
